2024-01-01,
2024-01-02,
2024-01-03,
2024-01-04,
2024-01-05,
2024-01-06,16.605
2024-01-07,22.743
2024-01-08,22.406
2024-01-09,23.054
2024-01-10,23.839
2024-01-11,26.035
2024-01-12,9.798
2024-01-13,3.863
2024-01-14,23.665
2024-01-15,22.969
2024-01-16,21.882
2024-01-17,23.039
2024-01-18,23.733
2024-01-19,23.013
2024-01-20,22.622
2024-01-21,20.053
2024-01-22,20.445
2024-01-23,
2024-01-24,23.883
2024-01-25,24.568
2024-01-26,23.477
2024-01-27,24.661
2024-01-28,16.575
2024-01-29,22.25
2024-01-30,21.455
2024-01-31,21.582
2024-02-01,24.902
2024-02-02,24.026
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
